number,opened_at,sys_created_at,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,assigned_to,closed_code,resolved_by,resolved_at,closed_at,resolution_hours,closure_hours,resolution_days,closure_days,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,sla_status,was_reopened,high_reassignment
INC0000139,2016-02-29 09:50:00,2016-02-29 10:16:00,Caller 3284,Opened by  131,Phone,Location 204,Category 53,Subcategory 303,Symptom 4,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,6,True,,code 6,Resolved by 208,2016-03-01 09:56:00,2016-03-06 10:00:00,24.1,144.16666666666666,1.0041666666666667,6.006944444444444,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000140,2016-02-29 09:51:00,2016-02-29 09:54:00,Caller 3868,Opened by  180,Phone,Location 79,Category 9,Subcategory 164,Symptom 509,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,7,True,Resolver 125,code 6,Resolved by 113,2016-03-03 11:59:00,2016-03-08 12:00:00,74.13333333333334,194.15,3.088888888888889,8.089583333333334,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000141,2016-02-29 09:52:00,2016-02-29 09:54:00,Caller 72,Opened by  40,Phone,Location 93,Category 53,Subcategory 271,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,4,True,,code 7,Resolved by 208,2016-03-02 14:58:00,2016-03-07 15:00:00,53.1,173.13333333333333,2.2125,7.213888888888889,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000146,2016-02-29 09:57:00,2016-02-29 10:02:00,Caller 220,Opened by  24,Phone,Location 55,Category 53,Subcategory 194,Symptom 208,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,3,True,,code 7,Resolved by 208,2016-03-02 14:59:00,2016-03-07 15:00:00,53.03333333333333,173.05,2.209722222222222,7.210416666666667,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000147,2016-02-29 10:00:00,2016-02-29 10:08:00,Caller 926,Opened by  40,Phone,Location 179,Category 53,Subcategory 271,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 27,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,1,0,9,False,Resolver 125,code 5,Resolved by 113,2016-03-14 09:49:00,2016-03-19 10:00:00,335.81666666666666,456.0,13.99236111111111,19.0,2016-02-29,2016,2,February,Monday,Breached SLA,False,False
INC0000148,2016-02-29 10:00:00,2016-02-29 10:04:00,Caller 4279,Opened by  501,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,3,True,,code 1,Resolved by 208,2016-03-02 15:00:00,2016-03-07 16:00:00,53.0,174.0,2.2083333333333335,7.25,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000149,2016-02-29 10:01:00,2016-02-29 10:06:00,Caller 4331,Opened by  62,Phone,Location 142,Category 53,Subcategory 127,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,3,True,,code 7,Resolved by 208,2016-03-02 15:01:00,2016-03-07 16:00:00,53.0,173.98333333333332,2.2083333333333335,7.249305555555555,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000152,2016-02-29 10:08:00,2016-02-29 10:16:00,Caller 1913,Opened by  180,Phone,Location 51,Category 53,Subcategory 168,Symptom 4,,2 - Medium,2 - Medium,3 - Moderate,Group 30,True,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 201,code 6,Resolved by 183,2016-03-03 09:23:00,2016-03-08 10:00:00,71.25,191.86666666666667,2.96875,7.9944444444444445,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000153,2016-02-29 10:10:00,2016-02-29 10:11:00,Caller 5150,Opened by  24,Phone,Location 108,Category 53,Subcategory 194,Symptom 208,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,3,True,,code 7,Resolved by 208,2016-03-02 14:55:00,2016-03-07 15:00:00,52.75,172.83333333333334,2.1979166666666665,7.201388888888889,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000155,2016-02-29 10:12:00,2016-02-29 10:13:00,Caller 278,Opened by  180,Phone,Location 171,Category 53,Subcategory 194,,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,3,True,,code 7,Resolved by 208,2016-03-02 15:02:00,2016-03-07 16:00:00,52.833333333333336,173.8,2.201388888888889,7.241666666666667,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000156,2016-02-29 10:14:00,2016-02-29 10:18:00,Caller 2811,Opened by  501,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,3,True,,code 7,Resolved by 208,2016-03-02 15:02:00,2016-03-07 16:00:00,52.8,173.76666666666668,2.1999999999999997,7.240277777777778,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000158,2016-02-29 10:17:00,2016-02-29 10:37:00,Caller 229,Opened by  301,Phone,Location 56,Category 53,Subcategory 127,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,,,,,Closed,False,0,0,2,True,,code 7,Resolved by 208,2016-03-02 15:06:00,2016-03-07 16:00:00,52.81666666666667,173.71666666666667,2.2006944444444447,7.238194444444445,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000159,2016-02-29 10:17:00,2016-02-29 10:22:00,Caller 3923,Opened by  180,Phone,Location 143,Category 24,Subcategory 164,Symptom 571,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,6,True,,code 6,Resolved by 215,2016-03-02 10:09:00,2016-03-07 11:00:00,47.86666666666667,168.71666666666667,1.9944444444444445,7.029861111111111,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000160,2016-02-29 10:18:00,,Caller 4758,Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 175,code 7,Resolved by 21,,2016-03-05 11:00:00,,120.7,,5.029166666666667,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000161,2016-02-29 10:18:00,2016-02-29 10:30:00,Caller 3007,Opened by  180,Phone,Location 55,Category 37,Subcategory 135,Symptom 529,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,2,0,11,False,Resolver 31,code 6,Resolved by 30,2016-03-08 09:22:00,2016-03-24 18:40:00,191.06666666666666,584.3666666666667,7.961111111111111,24.34861111111111,2016-02-29,2016,2,February,Monday,Breached SLA,False,False
INC0000164,2016-02-29 10:18:00,2016-02-29 08:49:00,Caller 3237,Opened by  131,Phone,Location 224,Category 32,Subcategory 9,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,2,0,6,True,,code 11,Resolved by 175,2016-03-03 14:34:00,2016-03-08 15:00:00,76.26666666666667,196.7,3.1777777777777776,8.195833333333333,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000166,2016-02-29 10:24:00,2016-02-29 10:28:00,Caller 4098,Opened by  501,Phone,Location 108,Category 9,Subcategory 164,Symptom 117,,2 - Medium,2 - Medium,3 - Moderate,Group 27,True,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 170,code 6,Resolved by 153,2016-02-29 16:24:00,2016-03-05 17:00:00,6.0,126.6,0.25,5.2749999999999995,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000167,2016-02-29 10:27:00,,Caller 649,Opened by  24,Phone,Location 108,Category 20,Subcategory 125,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 17,code 6,Resolved by 15,2016-02-29 11:02:00,2016-03-05 12:00:00,0.5833333333333334,121.55,0.024305555555555556,5.064583333333333,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000168,2016-02-29 10:27:00,2016-02-29 10:39:00,Caller 4568,Opened by  131,Phone,Location 161,Category 9,Subcategory 164,Symptom 7,,2 - Medium,2 - Medium,3 - Moderate,Group 24,True,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 89,code 9,Resolved by 81,2016-03-01 09:05:00,2016-03-06 10:00:00,22.633333333333333,143.55,0.9430555555555555,5.98125,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000169,2016-02-29 10:30:00,2016-02-29 10:34:00,Caller 1805,Opened by  62,Phone,Location 108,Category 53,Subcategory 127,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,2,True,,code 7,Resolved by 208,2016-03-02 15:06:00,2016-03-07 16:00:00,52.6,173.5,2.191666666666667,7.229166666666667,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000171,2016-02-29 10:33:00,,Caller 3007,Opened by  180,Phone,Location 55,Category 24,Subcategory 164,Symptom 473,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,4,0,16,False,Resolver 149,code 9,Resolved by 133,2016-03-18 13:44:00,2016-03-24 18:59:00,435.18333333333334,584.4333333333333,18.132638888888888,24.351388888888888,2016-02-29,2016,2,February,Monday,Breached SLA,False,True
INC0000172,2016-02-29 10:36:00,2016-02-29 10:38:00,Caller 3117,Opened by  180,Phone,Location 224,Category 23,Subcategory 75,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,9,True,Resolver 188,code 6,Resolved by 171,2016-02-29 18:24:00,2016-03-05 19:00:00,7.8,128.4,0.325,5.3500000000000005,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000173,2016-02-29 10:36:00,2016-02-29 10:39:00,Caller 64,Opened by  4,Phone,Location 131,Category 55,Subcategory 120,Symptom 568,,3 - Low,2 - Medium,4 - Low,Group 65,True,False,Do Not Notify,,,,,Closed,False,1,0,21,False,Resolver 4,code 1,Resolved by 3,2016-04-11 14:49:00,2016-04-16 15:07:00,1012.2166666666667,1132.5166666666667,42.175694444444446,47.18819444444444,2016-02-29,2016,2,February,Monday,Breached SLA,False,False
INC0000174,2016-02-29 10:39:00,2016-02-29 10:52:00,Caller 4414,Opened by  131,Phone,Location 51,Category 32,Subcategory 9,Symptom 580,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,9,True,,code 1,Resolved by 184,2016-03-02 13:01:00,2016-03-02 13:02:00,50.36666666666667,50.38333333333333,2.098611111111111,2.0993055555555555,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000176,2016-02-29 10:40:00,2016-02-29 10:44:00,Caller 786,Opened by  501,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,,,,,Closed,False,0,0,2,True,,code 7,Resolved by 208,2016-03-02 15:07:00,2016-03-07 16:00:00,52.45,173.33333333333334,2.185416666666667,7.222222222222222,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000178,2016-02-29 10:45:00,,Caller 1245,Opened by  180,Phone,Location 54,Category 20,Subcategory 103,Symptom 605,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,3,True,,code 6,Resolved by 15,2016-02-29 11:55:00,2016-03-05 12:00:00,1.1666666666666667,121.25,0.04861111111111111,5.052083333333333,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000179,2016-02-29 10:46:00,2016-02-29 10:57:00,Caller 364,Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 28,True,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 236,code 6,Resolved by 215,2016-03-02 09:20:00,2016-03-07 10:00:00,46.56666666666667,167.23333333333332,1.940277777777778,6.968055555555555,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000192,2016-02-29 10:58:00,,Caller 1590,Opened by  131,Phone,Location 143,Category 45,Subcategory 200,Symptom 4,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,2,True,,code 7,Resolved by 66,2016-02-29 11:02:00,2016-03-05 12:00:00,0.06666666666666667,121.03333333333333,0.002777777777777778,5.043055555555555,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000193,2016-02-29 10:59:00,2016-02-29 11:27:00,Caller 1452,Opened by  62,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,5,True,Resolver 83,code 6,Resolved by 76,2016-03-01 16:03:00,2016-03-06 17:00:00,29.066666666666666,150.01666666666668,1.211111111111111,6.250694444444445,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000194,2016-02-29 10:59:00,,Caller 4323,Opened by  180,Phone,Location 93,Category 42,Subcategory 224,Symptom 4,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,2,True,,code 6,Resolved by 85,2016-02-29 11:11:00,2016-03-05 12:00:00,0.2,121.01666666666667,0.008333333333333333,5.042361111111111,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000195,2016-02-29 11:00:00,2016-02-29 11:04:00,Caller 952,Opened by  40,Phone,Location 136,Category 53,Subcategory 127,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 54,True,False,Do Not Notify,Problem ID  2,,,,Closed,False,0,0,3,True,,code 10,Resolved by 208,2016-03-02 15:15:00,2016-03-07 16:00:00,52.25,173.0,2.1770833333333335,7.208333333333333,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000197,2016-02-29 11:02:00,2016-02-29 11:17:00,Caller 203,Opened by  131,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,7,0,34,False,Resolver 170,code 9,Resolved by 153,2016-03-31 11:13:00,2016-04-05 11:59:00,744.1833333333333,864.95,31.007638888888888,36.03958333333333,2016-02-29,2016,2,February,Monday,Breached SLA,False,True
INC0000199,2016-02-29 11:06:00,,Caller 4145,Opened by  301,Phone,Location 204,Category 42,Subcategory 106,Symptom 242,,3 - Low,3 - Low,4 - Low,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 149,code 11,Resolved by 133,,2016-03-05 12:00:00,,120.9,,5.0375000000000005,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000204,2016-02-29 11:13:00,2016-02-29 11:42:00,Caller 1878,Opened by  501,Phone,Location 93,Category 53,Subcategory 168,Symptom 470,,3 - Low,3 - Low,4 - Low,Group 23,True,False,Do Not Notify,,,,,Closed,False,0,0,3,True,,code 17,Resolved by 62,2016-02-29 16:43:00,2016-03-05 17:00:00,5.5,125.78333333333333,0.22916666666666666,5.240972222222222,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000207,2016-02-29 11:19:00,,Caller 3772,Opened by  131,Phone,Location 204,Category 9,Subcategory 164,Symptom 232,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 26,code 6,Resolved by 24,2016-02-29 20:15:00,2016-03-05 21:00:00,8.933333333333334,129.68333333333334,0.37222222222222223,5.403472222222223,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000211,2016-02-29 11:23:00,,Caller 803,Opened by  180,Phone,Location 93,Category 23,Subcategory 3,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,6,True,Resolver 94,code 6,Resolved by 85,2016-03-03 06:46:00,2016-03-08 07:00:00,67.38333333333334,187.61666666666667,2.807638888888889,7.817361111111111,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000213,2016-02-29 11:25:00,,Caller 3459,Opened by  40,Phone,Location 2,Category 53,Subcategory 271,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,3,True,,code 7,Resolved by 21,2016-02-29 12:53:00,2016-03-05 13:00:00,1.4666666666666666,121.58333333333333,0.06111111111111111,5.065972222222222,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000217,2016-02-29 11:48:00,2016-02-29 12:10:00,Caller 220,Opened by  301,Phone,Location 55,Category 37,Subcategory 123,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,2,0,8,False,Resolver 31,code 6,Resolved by 30,2016-03-08 09:27:00,2016-03-24 18:40:00,189.65,582.8666666666667,7.902083333333334,24.28611111111111,2016-02-29,2016,2,February,Monday,Breached SLA,False,False
INC0000218,2016-02-29 11:53:00,2016-02-29 11:56:00,Caller 1969,Opened by  180,Phone,Location 93,Category 9,Subcategory 164,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,7,True,,code 6,Resolved by 85,2016-02-29 13:36:00,2016-03-05 14:00:00,1.7166666666666666,122.11666666666666,0.07152777777777777,5.0881944444444445,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000220,2016-02-29 11:56:00,2016-02-29 11:59:00,Caller 3342,Opened by  40,Phone,Location 40,Category 53,Subcategory 271,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,8,False,Resolver 69,code 6,Resolved by 62,2016-03-09 17:24:00,2016-03-17 16:27:00,221.46666666666667,412.51666666666665,9.227777777777778,17.188194444444445,2016-02-29,2016,2,February,Monday,Breached SLA,False,False
INC0000221,2016-02-29 11:58:00,,Caller 2303,Opened by  131,Phone,Location 143,Category 61,Subcategory 16,Symptom 486,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 145,code 9,Resolved by 130,2016-03-02 14:06:00,2016-03-07 15:00:00,50.13333333333333,171.03333333333333,2.088888888888889,7.126388888888889,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000223,2016-02-29 12:01:00,2016-02-29 12:07:00,Caller 3342,Opened by  40,Phone,Location 40,Category 53,Subcategory 271,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,10,True,Resolver 176,code 1,Resolved by 159,2016-03-03 08:57:00,2016-03-08 09:00:00,68.93333333333334,188.98333333333332,2.8722222222222222,7.874305555555555,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000228,2016-02-29 12:11:00,2016-02-29 12:42:00,Caller 197,Opened by  301,Phone,Location 70,Category 26,Subcategory 175,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,True,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 170,code 11,Resolved by 153,2016-02-29 16:08:00,2016-03-05 17:00:00,3.95,124.81666666666666,0.16458333333333333,5.200694444444444,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000230,2016-02-29 12:14:00,2016-02-29 12:33:00,Caller 917,Opened by  55,Phone,Location 161,Category 55,Subcategory 270,Symptom 6,,2 - Medium,2 - Medium,3 - Moderate,Group 34,True,False,Do Not Notify,,,,,Closed,False,1,0,10,False,Resolver 159,code 10,Resolved by 143,2016-03-07 15:12:00,2016-03-24 18:40:00,170.96666666666667,582.4333333333333,7.123611111111111,24.268055555555552,2016-02-29,2016,2,February,Monday,Breached SLA,False,False
INC0000232,2016-02-29 12:20:00,,Caller 3032,Opened by  501,Phone,Location 143,Category 45,Subcategory 200,Symptom 470,,3 - Low,3 - Low,4 - Low,Group 12,True,False,Do Not Notify,,,,,Closed,False,1,0,13,False,Resolver 150,code 7,Resolved by 134,2016-03-12 21:23:00,2016-03-24 18:50:00,297.05,582.5,12.377083333333333,24.270833333333332,2016-02-29,2016,2,February,Monday,Breached SLA,False,False
INC0000236,2016-02-29 12:26:00,,Caller 3640,Opened by  131,Phone,Location 108,Category 45,Subcategory 223,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,3,True,,code 7,Resolved by 66,2016-02-29 13:16:00,2016-03-05 14:00:00,0.8333333333333334,121.56666666666666,0.034722222222222224,5.065277777777777,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000237,2016-02-29 12:27:00,,Caller 2047,Opened by  62,Phone,Location 108,Category 45,Subcategory 200,Symptom 470,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 33,code 10,Resolved by 32,2016-03-01 14:04:00,2016-03-06 15:00:00,25.616666666666667,146.55,1.0673611111111112,6.10625,2016-02-29,2016,2,February,Monday,Met SLA,False,False
INC0000246,2016-02-29 12:41:00,2016-02-29 12:43:00,Caller 5620,Opened by  24,Phone,Location 108,Category 20,Subcategory 103,Symptom 592,,2 - Medium,2 - Medium,3 - Moderate,Group 70,True,False,Do Not Notify,,,,,Closed,False,1,0,9,False,Resolver 34,code 6,Resolved by 33,2016-03-04 11:56:00,2016-03-09 12:00:00,95.25,215.31666666666666,3.96875,8.971527777777778,2016-02-29,2016,2,February,Monday,Breached SLA,False,False
INC0000250,2016-02-29 12:43:00,,Caller 1679,Opened by  301,Phone,Location 161,Category 55,Subcategory 167,,,2 - Medium,2 - Medium,3 - Moderate,Group 65,True,False,Do Not Notify,,,,,Closed,False,4,0,17,False,Resolver 150,code 7,Resolved by 134,2016-03-12 21:30:00,2016-03-24 18:50:00,296.78333333333336,582.1166666666667,12.365972222222224,24.25486111111111,2016-02-29,2016,2,February,Monday,Breached SLA,False,True
