number,incident_state,active,contact_type,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,location,caller_id,reassignment_count,reopen_count,sys_mod_count,made_sla,sla_status,resolved_by,resolved_at,closed_code,closed_at,opened_at,resolution_hours,resolution_days,closure_hours,closure_days,was_reopened,high_reassignment,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,priority_level,priority_label,impact_level,urgency_level,opened_month_year,sla_breached,reopened_flag,high_reassignment_flag,resolution_bucket
INC0000140,Closed,False,Phone,Category 9,Subcategory 164,Symptom 509,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 125,Location 79,Caller 3868,1,0,7,True,Met SLA,Resolved by 113,2016-03-03 11:59:00,code 6,2016-03-08 12:00:00,2016-02-29 09:51:00,74.13333333333334,3.088888888888889,194.15,8.089583333333334,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,3-7 Days
INC0000141,Closed,False,Phone,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 93,Caller 72,0,0,4,True,Met SLA,Resolved by 208,2016-03-02 14:58:00,code 7,2016-03-07 15:00:00,2016-02-29 09:52:00,53.1,2.2125,173.13333333333333,7.213888888888889,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000146,Closed,False,Phone,Category 53,Subcategory 194,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 55,Caller 220,0,0,3,True,Met SLA,Resolved by 208,2016-03-02 14:59:00,code 7,2016-03-07 15:00:00,2016-02-29 09:57:00,53.03333333333333,2.209722222222222,173.05,7.210416666666667,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000147,Closed,False,Phone,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 125,Location 179,Caller 926,1,0,9,False,Breached SLA,Resolved by 113,2016-03-14 09:49:00,code 5,2016-03-19 10:00:00,2016-02-29 10:00:00,335.81666666666666,13.99236111111111,456.0,19.0,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,0,7-30 Days
INC0000148,Closed,False,Phone,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 93,Caller 4279,0,0,3,True,Met SLA,Resolved by 208,2016-03-02 15:00:00,code 1,2016-03-07 16:00:00,2016-02-29 10:00:00,53.0,2.208333333333333,174.0,7.25,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000149,Closed,False,Phone,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 142,Caller 4331,0,0,3,True,Met SLA,Resolved by 208,2016-03-02 15:01:00,code 7,2016-03-07 16:00:00,2016-02-29 10:01:00,53.0,2.208333333333333,173.98333333333332,7.249305555555555,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000152,Closed,False,Phone,Category 53,Subcategory 168,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,Location 51,Caller 1913,0,0,4,True,Met SLA,Resolved by 183,2016-03-03 09:23:00,code 6,2016-03-08 10:00:00,2016-02-29 10:08:00,71.25,2.96875,191.86666666666667,7.9944444444444445,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000153,Closed,False,Phone,Category 53,Subcategory 194,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 108,Caller 5150,0,0,3,True,Met SLA,Resolved by 208,2016-03-02 14:55:00,code 7,2016-03-07 15:00:00,2016-02-29 10:10:00,52.75,2.1979166666666665,172.83333333333334,7.201388888888889,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000155,Closed,False,Phone,Category 53,Subcategory 194,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 171,Caller 278,0,0,3,True,Met SLA,Resolved by 208,2016-03-02 15:02:00,code 7,2016-03-07 16:00:00,2016-02-29 10:12:00,52.833333333333336,2.201388888888889,173.8,7.241666666666667,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000156,Closed,False,Phone,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 93,Caller 2811,0,0,3,True,Met SLA,Resolved by 208,2016-03-02 15:02:00,code 7,2016-03-07 16:00:00,2016-02-29 10:14:00,52.8,2.2,173.76666666666668,7.240277777777778,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000158,Closed,False,Phone,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 56,Caller 229,0,0,2,True,Met SLA,Resolved by 208,2016-03-02 15:06:00,code 7,2016-03-07 16:00:00,2016-02-29 10:17:00,52.81666666666667,2.2006944444444447,173.71666666666667,7.238194444444445,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000159,Closed,False,Phone,Category 24,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 143,Caller 3923,1,0,6,True,Met SLA,Resolved by 215,2016-03-02 10:09:00,code 6,2016-03-07 11:00:00,2016-02-29 10:17:00,47.86666666666667,1.9944444444444445,168.71666666666667,7.029861111111111,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000164,Closed,False,Phone,Category 32,Subcategory 9,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 224,Caller 3237,2,0,6,True,Met SLA,Resolved by 175,2016-03-03 14:34:00,code 11,2016-03-08 15:00:00,2016-02-29 10:18:00,76.26666666666667,3.1777777777777776,196.7,8.195833333333333,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,3-7 Days
INC0000160,Closed,False,Phone,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 175,Location 143,Caller 4758,0,0,1,True,Met SLA,Resolved by 21,,code 7,2016-03-05 11:00:00,2016-02-29 10:18:00,,,120.7,5.029166666666667,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,Not Resolved
INC0000161,Closed,False,Phone,Category 37,Subcategory 135,Symptom 529,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,Location 55,Caller 3007,2,0,11,False,Breached SLA,Resolved by 30,2016-03-08 09:22:00,code 6,2016-03-24 18:40:00,2016-02-29 10:18:00,191.06666666666663,7.961111111111111,584.3666666666667,24.34861111111111,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,0,7-30 Days
INC0000166,Closed,False,Phone,Category 9,Subcategory 164,Symptom 117,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,Location 108,Caller 4098,0,0,3,True,Met SLA,Resolved by 153,2016-02-29 16:24:00,code 6,2016-03-05 17:00:00,2016-02-29 10:24:00,6.0,0.25,126.6,5.275,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,4-24 Hours
INC0000167,Closed,False,Phone,Category 20,Subcategory 125,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 108,Caller 649,0,0,3,True,Met SLA,Resolved by 15,2016-02-29 11:02:00,code 6,2016-03-05 12:00:00,2016-02-29 10:27:00,0.5833333333333334,0.0243055555555555,121.55,5.064583333333333,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,0-4 Hours
INC0000168,Closed,False,Phone,Category 9,Subcategory 164,Symptom 7,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,Location 161,Caller 4568,0,0,2,True,Met SLA,Resolved by 81,2016-03-01 09:05:00,code 9,2016-03-06 10:00:00,2016-02-29 10:27:00,22.633333333333333,0.9430555555555556,143.55,5.98125,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,4-24 Hours
INC0000169,Closed,False,Phone,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 108,Caller 1805,0,0,2,True,Met SLA,Resolved by 208,2016-03-02 15:06:00,code 7,2016-03-07 16:00:00,2016-02-29 10:30:00,52.6,2.191666666666667,173.5,7.229166666666667,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000171,Closed,False,Phone,Category 24,Subcategory 164,Symptom 473,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,Location 55,Caller 3007,4,0,16,False,Breached SLA,Resolved by 133,2016-03-18 13:44:00,code 9,2016-03-24 18:59:00,2016-02-29 10:33:00,435.1833333333333,18.132638888888888,584.4333333333333,24.351388888888888,False,True,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,1,7-30 Days
INC0000172,Closed,False,Phone,Category 23,Subcategory 75,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 188,Location 224,Caller 3117,1,0,9,True,Met SLA,Resolved by 171,2016-02-29 18:24:00,code 6,2016-03-05 19:00:00,2016-02-29 10:36:00,7.8,0.325,128.4,5.3500000000000005,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,4-24 Hours
INC0000173,Closed,False,Phone,Category 55,Subcategory 120,Symptom 568,3 - Low,2 - Medium,4 - Low,Group 65,Resolver 4,Location 131,Caller 64,1,0,21,False,Breached SLA,Resolved by 3,2016-04-11 14:49:00,code 1,2016-04-16 15:07:00,2016-02-29 10:36:00,1012.2166666666668,42.175694444444446,1132.5166666666669,47.18819444444444,False,False,2016-02-29,2016,2,February,Monday,4,Low,3,2,2016-02,1,0,0,30+ Days
INC0000174,Closed,False,Phone,Category 32,Subcategory 9,Symptom 580,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 51,Caller 4414,1,0,9,True,Met SLA,Resolved by 184,2016-03-02 13:01:00,code 1,2016-03-02 13:02:00,2016-02-29 10:39:00,50.36666666666667,2.098611111111111,50.38333333333333,2.0993055555555555,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000176,Closed,False,Phone,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 93,Caller 786,0,0,2,True,Met SLA,Resolved by 208,2016-03-02 15:07:00,code 7,2016-03-07 16:00:00,2016-02-29 10:40:00,52.45,2.185416666666667,173.33333333333334,7.222222222222222,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000178,Closed,False,Phone,Category 20,Subcategory 103,Symptom 605,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 54,Caller 1245,0,0,3,True,Met SLA,Resolved by 15,2016-02-29 11:55:00,code 6,2016-03-05 12:00:00,2016-02-29 10:45:00,1.1666666666666667,0.0486111111111111,121.25,5.052083333333333,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,0-4 Hours
INC0000179,Closed,False,Phone,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,Location 143,Caller 364,0,0,2,True,Met SLA,Resolved by 215,2016-03-02 09:20:00,code 6,2016-03-07 10:00:00,2016-02-29 10:46:00,46.56666666666667,1.940277777777778,167.23333333333332,6.968055555555555,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000192,Closed,False,Phone,Category 45,Subcategory 200,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 143,Caller 1590,0,0,2,True,Met SLA,Resolved by 66,2016-02-29 11:02:00,code 7,2016-03-05 12:00:00,2016-02-29 10:58:00,0.0666666666666666,0.0027777777777777,121.03333333333332,5.043055555555555,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,0-4 Hours
INC0000193,Closed,False,Phone,Category 37,Subcategory 135,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 83,Location 204,Caller 1452,1,0,5,True,Met SLA,Resolved by 76,2016-03-01 16:03:00,code 6,2016-03-06 17:00:00,2016-02-29 10:59:00,29.066666666666663,1.211111111111111,150.01666666666668,6.250694444444445,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000194,Closed,False,Phone,Category 42,Subcategory 224,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 93,Caller 4323,0,0,2,True,Met SLA,Resolved by 85,2016-02-29 11:11:00,code 6,2016-03-05 12:00:00,2016-02-29 10:59:00,0.2,0.0083333333333333,121.01666666666668,5.042361111111111,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,0-4 Hours
INC0000195,Closed,False,Phone,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 54,Unknown,Location 136,Caller 952,0,0,3,True,Met SLA,Resolved by 208,2016-03-02 15:15:00,code 10,2016-03-07 16:00:00,2016-02-29 11:00:00,52.25,2.177083333333333,173.0,7.208333333333333,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000197,Closed,False,Phone,Category 45,Subcategory 200,Symptom 609,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 170,Location 108,Caller 203,7,0,34,False,Breached SLA,Resolved by 153,2016-03-31 11:13:00,code 9,2016-04-05 11:59:00,2016-02-29 11:02:00,744.1833333333333,31.007638888888888,864.95,36.03958333333333,False,True,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,1,30+ Days
INC0000199,Closed,False,Phone,Category 42,Subcategory 106,Symptom 242,3 - Low,3 - Low,4 - Low,Group 70,Resolver 149,Location 204,Caller 4145,0,0,1,True,Met SLA,Resolved by 133,,code 11,2016-03-05 12:00:00,2016-02-29 11:06:00,,,120.9,5.0375000000000005,False,False,2016-02-29,2016,2,February,Monday,4,Low,3,3,2016-02,0,0,0,Not Resolved
INC0000204,Closed,False,Phone,Category 53,Subcategory 168,Symptom 470,3 - Low,3 - Low,4 - Low,Group 23,Unknown,Location 93,Caller 1878,0,0,3,True,Met SLA,Resolved by 62,2016-02-29 16:43:00,code 17,2016-03-05 17:00:00,2016-02-29 11:13:00,5.5,0.2291666666666666,125.78333333333332,5.240972222222222,False,False,2016-02-29,2016,2,February,Monday,4,Low,3,3,2016-02,0,0,0,4-24 Hours
INC0000207,Closed,False,Phone,Category 9,Subcategory 164,Symptom 232,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,Location 204,Caller 3772,0,0,4,True,Met SLA,Resolved by 24,2016-02-29 20:15:00,code 6,2016-03-05 21:00:00,2016-02-29 11:19:00,8.933333333333334,0.3722222222222222,129.68333333333334,5.403472222222223,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,4-24 Hours
INC0000211,Closed,False,Phone,Category 23,Subcategory 3,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 94,Location 93,Caller 803,0,0,6,True,Met SLA,Resolved by 85,2016-03-03 06:46:00,code 6,2016-03-08 07:00:00,2016-02-29 11:23:00,67.38333333333334,2.807638888888889,187.61666666666667,7.817361111111111,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000213,Closed,False,Phone,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 2,Caller 3459,0,0,3,True,Met SLA,Resolved by 21,2016-02-29 12:53:00,code 7,2016-03-05 13:00:00,2016-02-29 11:25:00,1.4666666666666666,0.0611111111111111,121.58333333333331,5.065972222222222,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,0-4 Hours
INC0000217,Closed,False,Phone,Category 37,Subcategory 123,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,Location 55,Caller 220,2,0,8,False,Breached SLA,Resolved by 30,2016-03-08 09:27:00,code 6,2016-03-24 18:40:00,2016-02-29 11:48:00,189.65,7.902083333333334,582.8666666666667,24.28611111111111,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,0,7-30 Days
INC0000218,Closed,False,Phone,Category 9,Subcategory 164,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 93,Caller 1969,1,0,7,True,Met SLA,Resolved by 85,2016-02-29 13:36:00,code 6,2016-03-05 14:00:00,2016-02-29 11:53:00,1.7166666666666666,0.0715277777777777,122.11666666666666,5.0881944444444445,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,0-4 Hours
INC0000220,Closed,False,Phone,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,Location 40,Caller 3342,1,0,8,False,Breached SLA,Resolved by 62,2016-03-09 17:24:00,code 6,2016-03-17 16:27:00,2016-02-29 11:56:00,221.46666666666667,9.227777777777778,412.51666666666665,17.188194444444445,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,0,7-30 Days
INC0000221,Closed,False,Phone,Category 61,Subcategory 16,Symptom 486,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 145,Location 143,Caller 2303,1,0,4,True,Met SLA,Resolved by 130,2016-03-02 14:06:00,code 9,2016-03-07 15:00:00,2016-02-29 11:58:00,50.13333333333333,2.088888888888889,171.03333333333333,7.126388888888889,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000223,Closed,False,Phone,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 176,Location 40,Caller 3342,1,0,10,True,Met SLA,Resolved by 159,2016-03-03 08:57:00,code 1,2016-03-08 09:00:00,2016-02-29 12:01:00,68.93333333333334,2.8722222222222222,188.9833333333333,7.874305555555555,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000228,Closed,False,Phone,Category 26,Subcategory 175,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,Location 70,Caller 197,0,0,3,True,Met SLA,Resolved by 153,2016-02-29 16:08:00,code 11,2016-03-05 17:00:00,2016-02-29 12:11:00,3.95,0.1645833333333333,124.81666666666666,5.200694444444444,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,0-4 Hours
INC0000230,Closed,False,Phone,Category 55,Subcategory 270,Symptom 6,2 - Medium,2 - Medium,3 - Moderate,Group 34,Resolver 159,Location 161,Caller 917,1,0,10,False,Breached SLA,Resolved by 143,2016-03-07 15:12:00,code 10,2016-03-24 18:40:00,2016-02-29 12:14:00,170.96666666666667,7.123611111111111,582.4333333333333,24.268055555555552,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,0,7-30 Days
INC0000232,Closed,False,Phone,Category 45,Subcategory 200,Symptom 470,3 - Low,3 - Low,4 - Low,Group 12,Resolver 150,Location 143,Caller 3032,1,0,13,False,Breached SLA,Resolved by 134,2016-03-12 21:23:00,code 7,2016-03-24 18:50:00,2016-02-29 12:20:00,297.05,12.377083333333331,582.5,24.27083333333333,False,False,2016-02-29,2016,2,February,Monday,4,Low,3,3,2016-02,1,0,0,7-30 Days
INC0000236,Closed,False,Phone,Category 45,Subcategory 223,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,Unknown,Location 108,Caller 3640,0,0,3,True,Met SLA,Resolved by 66,2016-02-29 13:16:00,code 7,2016-03-05 14:00:00,2016-02-29 12:26:00,0.8333333333333334,0.0347222222222222,121.56666666666666,5.065277777777777,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,0-4 Hours
INC0000237,Closed,False,Phone,Category 45,Subcategory 200,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,Location 108,Caller 2047,0,0,3,True,Met SLA,Resolved by 32,2016-03-01 14:04:00,code 10,2016-03-06 15:00:00,2016-02-29 12:27:00,25.616666666666667,1.0673611111111112,146.55,6.10625,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000246,Closed,False,Phone,Category 20,Subcategory 103,Symptom 592,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 34,Location 108,Caller 5620,1,0,9,False,Breached SLA,Resolved by 33,2016-03-04 11:56:00,code 6,2016-03-09 12:00:00,2016-02-29 12:41:00,95.25,3.96875,215.31666666666663,8.971527777777778,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,0,3-7 Days
INC0000250,Closed,False,Phone,Category 55,Subcategory 167,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 150,Location 161,Caller 1679,4,0,17,False,Breached SLA,Resolved by 134,2016-03-12 21:30:00,code 7,2016-03-24 18:50:00,2016-02-29 12:43:00,296.78333333333336,12.365972222222224,582.1166666666667,24.25486111111111,False,True,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,1,0,1,7-30 Days
INC0000253,Closed,False,Phone,Category 26,Subcategory 175,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 25,Unknown,Location 143,Caller 1001,1,0,6,True,Met SLA,Resolved by 71,2016-03-02 09:08:00,code 6,2016-03-07 10:00:00,2016-02-29 12:43:00,44.41666666666666,1.8506944444444444,165.28333333333333,6.886805555555555,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000257,Closed,False,Phone,Category 37,Subcategory 144,Symptom 580,2 - Medium,2 - Medium,3 - Moderate,Group 12,Unknown,Location 115,Caller 5072,0,0,3,True,Met SLA,Resolved by 24,2016-02-29 22:28:00,code 6,2016-03-05 23:00:00,2016-02-29 12:48:00,9.666666666666666,0.4027777777777777,130.2,5.425,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,4-24 Hours
INC0000259,Closed,False,Phone,Category 9,Subcategory 164,Symptom 580,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 170,Location 108,Caller 5182,1,0,9,True,Met SLA,Resolved by 153,2016-03-02 10:39:00,code 11,2016-03-07 11:00:00,2016-02-29 12:50:00,45.81666666666667,1.909027777777778,166.16666666666666,6.923611111111111,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
INC0000260,Closed,False,Phone,Category 17,Subcategory 90,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 69,Unknown,Location 51,Caller 2690,0,0,3,True,Met SLA,Resolved by 56,2016-03-03 15:09:00,code 8,2016-03-08 16:00:00,2016-02-29 12:52:00,74.28333333333333,3.0951388888888887,195.13333333333333,8.130555555555555,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,3-7 Days
INC0000261,Closed,False,Phone,Category 42,Subcategory 31,Symptom 273,1 - High,1 - High,1 - Critical,Group 3,Resolver 71,Location 197,Caller 1393,0,0,7,True,Met SLA,Resolved by 64,2016-02-29 17:47:00,code 1,2016-02-29 17:47:00,2016-02-29 12:54:00,4.883333333333334,0.2034722222222222,4.883333333333334,0.2034722222222222,False,False,2016-02-29,2016,2,February,Monday,1,Critical,1,1,2016-02,0,0,0,4-24 Hours
INC0000262,Closed,False,Phone,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,Location 143,Caller 4180,1,0,7,True,Met SLA,Resolved by 71,2016-03-02 09:21:00,code 6,2016-03-07 10:00:00,2016-02-29 12:59:00,44.36666666666667,1.8486111111111112,165.01666666666668,6.875694444444445,False,False,2016-02-29,2016,2,February,Monday,3,Moderate,2,2,2016-02,0,0,0,1-3 Days
